id,Название обьекта,Адрес,Регион,Срок сдачи,Кол-во квартир,Максимум этажей,Минимум этажей,Отделка,Грузоподъемность лифтов,Наличие парковки,Наличие велодорожки,Наличие детской площадки,Наличие спортивной площадки,Застройщик,Email застройщика,Тел. застройщика
13118,"Жилой комплекс ""Борисоглебское"" уч. 100",д Зверево,77,2022-12-31,0,3,3,,0.0,0,0,8.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33100,"Сиреневый квартал, дом 6","д Зверево, д. 6",77,2022-12-31,18,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33153,"Березовый квартал, дом 59","д Зверево, д. 59",77,2024-09-30,23,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33194,"Рябиновый квартал, дом 100","д Зверево, д. 100",77,2022-12-31,51,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33166,"Березовый квартал, дом 72","д Зверево, д. 72",77,2024-12-31,36,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33159,"Березовый квартал, дом 65","д Зверево, д. 65",77,2024-09-30,23,3,3,,0.0,0,0,1.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33218,"Рябиновый квартал, дом 124","д Зверево, д. 124",77,2022-12-31,51,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33174,"Березовый квартал, дом 80","д Зверево, д. 80",77,2022-12-31,51,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33189,"Рябиновый квартал, дом 95","д Зверево, д. 95",77,2022-12-31,39,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33150,"Березовый квартал, дом 56","д Зверево, д. 56",77,2024-06-30,51,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33210,"Рябиновый квартал, дом 116","д Зверево, д. 116",77,2022-12-31,18,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33177,"Рябиновый квартал, дом 83","д Зверево, д. 83",77,2022-12-31,99,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33140,"Сиреневый квартал, дом 46","д Зверево, д. 46",77,2022-12-31,30,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33186,"Рябиновый квартал, дом 92","д Зверево, д. 92",77,2022-12-31,75,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33185,"Рябиновый квартал, дом 91","д Зверево, д. 91",77,2022-12-31,51,3,3,,0.0,0,0,1.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33230,"Рябиновый квартал, дом 136","д Зверево, д. 136",77,2022-12-31,23,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33207,"Рябиновый квартал, дом 113","д Зверево, д. 113",77,2022-12-31,18,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33106,"Сиреневый квартал, дом 12","д Зверево, д. 12",77,2023-06-30,36,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33232,"Рябиновый квартал, дом 138","д Зверево, д. 138",77,2022-12-31,23,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33156,"Березовый квартал, дом 62","д Зверево, д. 62",77,2024-09-30,51,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33191,"Рябиновый квартал, дом 97","д Зверево, д. 97",77,2022-12-31,18,3,3,,0.0,0,0,1.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33154,"Березовый квартал, дом 60","д Зверево, д. 60",77,2024-09-30,51,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33096,"Сиреневый квартал, дом 2","д Зверево, д. 2",77,2023-09-30,75,3,3,,0.0,0,0,0.0,1.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33234,,"д Зверево, д. Многофункциональный торгово-развлекательный комплекс",77,2025-12-31,0,2,2,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33168,"Березовый квартал, дом 74","д Зверево, д. 74",77,2022-12-31,36,3,3,,0.0,0,0,1.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33135,"Сиреневый квартал, дом 41","д Зверево, д. 41",77,2023-09-30,75,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33193,"Рябиновый квартал, дом 99","д Зверево, д. 99",77,2022-12-31,51,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33152,"Березовый квартал, дом 58","д Зверево, д. 58",77,2024-09-30,78,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33237,,"д Зверево, д. Детский сад 2",77,2025-12-31,0,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33209,"Рябиновый квартал, дом 115","д Зверево, д. 115",77,2022-12-31,18,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33233,,"д Зверево, д. Детский сад 1",77,2025-12-31,0,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33202,"Рябиновый квартал, дом 108","д Зверево, д. 108",77,2022-12-31,39,3,3,,0.0,0,0,1.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33142,"Сиреневый квартал, дом 48","д Зверево, д. 48",77,2022-12-31,30,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33139,"Сиреневый квартал, дом 45","д Зверево, д. 45",77,2023-12-31,30,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33227,"Рябиновый квартал, дом 133","д Зверево, д. 133",77,2022-12-31,23,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33229,"Рябиновый квартал, дом 135","д Зверево, д. 135",77,2022-12-31,23,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33220,"Рябиновый квартал, дом 126","д Зверево, д. 126",77,2022-12-31,30,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33173,"Березовый квартал, дом 79","д Зверево, д. 79",77,2022-12-31,51,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33208,"Рябиновый квартал, дом 114","д Зверево, д. 114",77,2022-12-31,18,3,3,,0.0,0,0,1.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33175,"Березовый квартал, дом 81","д Зверево, д. 81",77,2022-12-31,51,3,3,,0.0,0,0,1.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33196,"Рябиновый квартал, дом 102","д Зверево, д. 102",77,2022-12-31,57,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33146,"Березовый квартал, дом 52","д Зверево, д. 52",77,2024-06-30,23,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33190,"Рябиновый квартал, дом 96","д Зверево, д. 96",77,2022-12-31,18,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33201,"Рябиновый квартал, дом 107","д Зверево, д. 107",77,2022-12-31,39,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33147,"Березовый квартал, дом 53","д Зверево, д. 53",77,2024-06-30,75,3,3,,0.0,0,0,1.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33099,"Сиреневый квартал, дом 5","д Зверево, д. 5",77,2022-12-31,18,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33162,"Березовый квартал, дом 68","д Зверево, д. 68",77,2024-12-31,48,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33170,"Березовый квартал, дом 76","д Зверево, д. 76",77,2022-12-31,75,3,3,,0.0,0,0,1.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33123,"Сиреневый квартал, дом 29","д Зверево, д. 29",77,2023-12-31,90,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33217,"Рябиновый квартал, дом 123","д Зверево, д. 123",77,2022-12-31,39,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33098,"Сиреневый квартал, дом 4","д Зверево, д. 4",77,2022-12-31,48,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33231,"Рябиновый квартал, дом 137","д Зверево, д. 137",77,2022-12-31,23,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33148,"Березовый квартал, дом 54","д Зверево, д. 54",77,2024-06-30,102,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33136,"Сиреневый квартал, дом 42","д Зверево, д. 42",77,2023-12-31,102,3,3,,0.0,0,0,0.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
33198,"Рябиновый квартал, дом 104","д Зверево, д. 104",77,2022-12-31,39,3,3,,0.0,0,0,1.0,0.0,АПРЕЛЕВКА С2,info@bg.msk.ru,+7 (495) 023-11-11
49043,,"г Черкесск, ул Парковая, д. 10",9,2026-09-30,255,17,16,,3.0,0,0,1.0,1.0,АРБАТ, , 
16113,,"г Анапа, Проезд Золотистый, д. 18",23,2025-03-31,0,7,7,,0.0,0,0,0.0,0.0,АРБЕЛОС,ooo.arbelos@bk.ru,+7(800)707-60-48
43140,"ЖК ""Дружный 2""","г Краснодар, улица им. Кирилла Россинского, литера 3.1",23,2024-03-31,540,21,21,,3.0,0,0,1.0,3.0,АРВ-ИНВЕСТ,info@sk-pobeda.ru,+7(861)248-45-67
4025,"Жилой комплекс ""Акварель"" (ЖК ""Акварель"") дом 7","г Самара, район Октябрьский, просека Пятая",63,2022-12-31,64,5,5,,0.0,0,1,1.0,1.0,АРНИКА,dogovor@gradholding.ru,+7(846)211-08-18
4024,"Жилой комплекс ""Акварель"" (ЖК ""Акварель"") дом 9","г Самара, район Октябрьский, просека Пятая",63,2023-12-31,16,5,5,,0.0,0,1,0.0,0.0,АРНИКА,dogovor@gradholding.ru,+7(846)211-08-18
4023,"Жилой комплекс ""Акварель"" (ЖК ""Акварель"") дом 8","г Самара, район Октябрьский, просека Пятая",63,2022-12-31,48,5,5,,0.0,0,1,0.0,0.0,АРНИКА,dogovor@gradholding.ru,+7(846)211-08-18
4026,"Жилой комплекс ""Акварель"" (ЖК ""Акварель"") дом 10","г Самара, район Октябрьский, просека Пятая",63,2022-12-31,64,5,5,,0.0,0,1,0.0,0.0,АРНИКА,dogovor@gradholding.ru,+7(846)211-08-18
35042,"Жилой комплекс ""Облака""","г Нижний Новгород, улица Деловая, участок 1",52,2023-09-30,370,13,13,,6.0,126,0,1.0,1.0,АРСЕНАЛ,nnov@zdi.ru,+7(831)266-06-51
47499,,"п Бугры, корпус 20",47,2024-12-31,264,13,13,,6.0,0,1,7.0,1.0,АРСЕНАЛ ГРУПП,sk@arsenalestate.ru,+7 (812) 320-03-20
47498,,"п Бугры, корпус 19",47,2024-12-31,363,13,13,,14.0,0,1,7.0,1.0,АРСЕНАЛ ГРУПП,sk@arsenalestate.ru,+7 (812) 320-03-20
47496,,"п Бугры, корпус 17",47,2025-09-30,253,13,13,,10.0,0,1,7.0,1.0,АРСЕНАЛ ГРУПП,sk@arsenalestate.ru,+7 (812) 320-03-20
47497,,"п Бугры, корпус 18",47,2026-09-30,429,13,13,,16.0,225,1,7.0,1.0,АРСЕНАЛ ГРУПП,sk@arsenalestate.ru,+7 (812) 320-03-20
47500,,"п Бугры, корпус 21",47,2026-09-30,198,13,13,,4.0,215,1,7.0,1.0,АРСЕНАЛ ГРУПП,sk@arsenalestate.ru,+7 (812) 320-03-20
41385,"Жилой комплекс""Энфилд""","п Бугры, корпус 22",47,2023-12-31,451,13,13,,18.0,0,1,1.0,1.0,АРСЕНАЛ-10,arsenal-10@arsenalestate.ru,+7(812)320-03-20
41386,"Жилой комплекс""Энфилд""","п Бугры, корпус 23",47,2023-12-31,176,13,13,,4.0,0,1,1.0,1.0,АРСЕНАЛ-10,arsenal-10@arsenalestate.ru,+7(812)320-03-20
37727,"ЖК ""ЭНФИЛД""","п Бугры, корпус 26",47,2023-03-31,330,13,13,,4.0,0,0,2.0,5.0,АРСЕНАЛ-10,arsenal-10@arsenalestate.ru,+7(812)320-03-20
37725,"ЖК ""ЭНФИЛД""","п Бугры, корпус 24",47,2023-06-30,176,13,13,,2.0,0,0,2.0,5.0,АРСЕНАЛ-10,arsenal-10@arsenalestate.ru,+7(812)320-03-20
37726,"ЖК ""ЭНФИЛД""","п Бугры, корпус 25",47,2023-03-31,493,13,13,,9.0,234,0,2.0,5.0,АРСЕНАЛ-10,arsenal-10@arsenalestate.ru,+7(812)320-03-20
33781,"ЖК ""Modum""","г Санкт-Петербург, улица Глухарская, корпус 3",78,2023-06-30,590,13,4,,31.0,0,0,1.0,1.0,АРСЕНАЛ-КАМЕНКА,sk@arsenalestate.ru,+7(812)320-03-20
33782,"ЖК ""Modum""","г Санкт-Петербург, улица Глухарская",78,2023-06-30,0,1,1,,31.0,161,0,2.0,1.0,АРСЕНАЛ-КАМЕНКА,sk@arsenalestate.ru,+7(812)320-03-20
28208,"Жилой комплекс «Зеленый квартал на Пулковских высотах», ЖК «Зеленый квартал на Пулковских высотах», Жилой комплекс «Зеленый квартал», ЖК «Зеленый квартал», «Зеленый квартал на Пулковских высотах», «Зеленый квартал».","г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 70.Жилой корпус 2.Кадастровый номер ЗУ 78:14:0772303:3781",78,2023-06-30,282,6,6,,0.0,0,0,0.0,0.0,АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,info@setlcity.ru,+7(812)335-51-11
28044,"Жилой комплекс «Зеленый квартал на Пулковских высотах», ЖК «Зеленый квартал на Пулковских высотах», Жилой комплекс «Зеленый квартал», ЖК «Зеленый квартал», «Зеленый квартал на Пулковских высотах», «Зеленый квартал».","г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 73.Гараж.Кадастровый номер ЗУ 78:14:0772303:3784",78,2023-09-30,0,5,5,,0.0,222,0,0.0,0.0,АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,info@setlcity.ru,+7(812)335-51-11
27784,"Жилой комплекс «Зеленый квартал на Пулковских высотах», ЖК «Зеленый квартал на Пулковских высотах», Жилой комплекс «Зеленый квартал», ЖК «Зеленый квартал», «Зеленый квартал на Пулковских высотах», «Зеленый квартал».","г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 60.Жилой корпус 2.Кадастровый номер ЗУ 78:14:0772303:3887",78,2024-03-31,296,6,6,,0.0,0,0,0.0,0.0,АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,info@setlcity.ru,+7(812)335-51-11
28042,"Жилой комплекс «Зеленый квартал на Пулковских высотах», ЖК «Зеленый квартал на Пулковских высотах», Жилой комплекс «Зеленый квартал», ЖК «Зеленый квартал», «Зеленый квартал на Пулковских высотах», «Зеленый квартал».","г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 73.Жилой корпус 2.Кадастровый номер ЗУ 78:14:0772303:3784",78,2023-09-30,265,6,6,,0.0,0,0,0.0,0.0,АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,info@setlcity.ru,+7(812)335-51-11
28045,"Жилой комплекс «Зеленый квартал на Пулковских высотах», ЖК «Зеленый квартал на Пулковских высотах», Жилой комплекс «Зеленый квартал», ЖК «Зеленый квартал», «Зеленый квартал на Пулковских высотах», «Зеленый квартал».","г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 74.Жилой корпус 3.Кадастровый номер ЗУ 78:14:0772303:3785",78,2024-03-31,201,6,6,,0.0,0,0,0.0,0.0,АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,info@setlcity.ru,+7(812)335-51-11
28210,"Жилой комплекс «Зеленый квартал на Пулковских высотах», ЖК «Зеленый квартал на Пулковских высотах», Жилой комплекс «Зеленый квартал», ЖК «Зеленый квартал», «Зеленый квартал на Пулковских высотах», «Зеленый квартал».","г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 70.Жилой корпус 1.Кадастровый номер ЗУ 78:14:0772303:3781",78,2023-06-30,249,6,6,,0.0,0,0,2.0,2.0,АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,info@setlcity.ru,+7(812)335-51-11
28049,"Жилой комплекс «Зеленый квартал на Пулковских высотах», ЖК «Зеленый квартал на Пулковских высотах», Жилой комплекс «Зеленый квартал», ЖК «Зеленый квартал», «Зеленый квартал на Пулковских высотах», «Зеленый квартал».","г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 74.Встроенный подземный гараж.Кадастровый номер ЗУ 78:14:0772303:3785",78,2024-03-31,0,1,1,,0.0,352,0,0.0,0.0,АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,info@setlcity.ru,+7(812)335-51-11
27782,"Жилой комплекс «Зеленый квартал на Пулковских высотах», ЖК «Зеленый квартал на Пулковских высотах», Жилой комплекс «Зеленый квартал», ЖК «Зеленый квартал», «Зеленый квартал на Пулковских высотах», «Зеленый квартал».","г Санкт-Петербург, Пулковское шоссе, дом 103, литера Р, участок 60.Жилой корпус 1.Кадастровый номер ЗУ 78:14:0772303:3887",78,2024-03-31,133,6,6,,0.0,0,0,2.0,3.0,АГЕНТСТВО ПО РАЗВИТИЮ ТЕРРИТОРИИ СОЗИДАНИЕ,info@setlcity.ru,+7(812)335-51-11
